Item #,Description,Bottle Size,Vintage,Vendor,Case Size,Pack Qty,Unit Price,Pack Price,Case Price,Current Inventory On Hand,Item Unit Cost,Item Case Cost,UPC data
8106,[DEL] TURNING LEAF PINOT NOIR,1.5L,,GAGA,6,1,11.99,0,0,0,10.19,61.14,
5107,[DEL] TURNING LEAF PINOT NOIR COASTAL RESERVE,750ML,,GAGA,12,1,9.49,0,0,0,7.15,85.8,
5108,[DEL] TURNING LEAF SAUVIGNON BLANC,750ML,,GAGA,12,1,7.89,0,0,0,5.25,63,
5109,[DEL] TURNING LEAF SHIRAZ,750ML,,GAGA,12,1,7.89,0,0,0,5.25,63,
106,[DEL] TURNING LEAF WHITE ZINFANDEL,750ML,,GAGA,12,1,6.99,0,0,0,5.39,64.68,
6926,[DEL] TURNING LEAF WHITE ZINFANDEL,1.5L,,GAGA,6,1,12.99,0,0,0,10.19,61.14,
5110,[DEL] TURNING LEAF ZINFANDEL,750ML,,GAGA,12,1,0,0,0,0,6.01,72.12,
7150,[DEL] TWIN VALLEY  CAFE CHARDONNAY,1.5L,,GA,6,1,0,0,0,0,8.19,49.14,
10625,[DEL] TWISTED LEMONADE,12OZ,,SHORE,24,6,0,8.39,0,0,1.1146,26.75,
8045,[DEL] TWISTED MIXED  12PK NR,12OZ,,SHORE,24,12,0,15.69,29.76,0,1.1667,28,
10639,[DEL] TWISTED PINK LEMONADE 6PK NR,12OZ,,SHORE,24,6,0,8.39,28.5,0,1.1146,26.75,
10705,[DEL] TWISTED STRAWBERRY LEMONADE 24OZ CAN SINGLE,24OZ,,SHORE,12,1,2.39,0,0,0,1.7083,20.5,
10622,[DEL] TWISTED STRAWBERRY LEMONADE 6PK NR,12OZ,,SHORE,24,6,0,8.39,0,0,1.1146,26.75,
13541,[DEL] TWISTED TEA 18PK CANS,12OZ,,RPRP,18,18,0,22.99,0,0,,,
6972,[DEL] TWISTED TEA 5LT BAG,5L,,SHORE,4,1,13.75,0,52.99,0,11.25,45,
8672,[DEL] TWISTED TEA BACKYARD 6PK  N/R,12OZ,,SHORE,24,6,0,7.99,28.5,0,1.0313,24.75,
225,[DEL] TWISTED TEA  BLK CHRY 6PK  N/R,12OZ,,SHORE,24,6,0,9.49,34.99,0,1.1771,28.25,
9413,[DEL] TWISTED TEA BLUEBERRY 6PK  N/R,12OZ,,SHORE,24,6,0,7.99,0,0,1.0313,24.75,
11266,[DEL] TWISTED TEA BOURBON BARREL 6PK  N/R,12OZ,,SHORE,24,6,0,9.49,34.99,0,1.1771,28.25,
8339,[DEL] TWISTED TEA GREEN CITRUS TEA 6PK  N/R,12OZ,,SHORE,24,6,0,7.45,26.99,0,0.9583,23,
8002,[DEL] TWISTED TEA LIGHT 6PK  N/R,12OZ,,SHORE,24,6,0,9.99,35.99,0,1.1771,28.25,
8338,[DEL] TWISTED TEA MIDNIGHT TEA 6PK  N/R,12OZ,,SHORE,24,6,0,9.49,34.99,0,0.9583,23,
9965,[DEL] TWISTED TEA SEASONAL 6PK  N/R,12OZ,,SHORE,24,6,0,9.99,35.99,0,1.1771,28.25,
622,[DEL] TWISTED WATERMELON LEMONADE,12OZ,,SHORE,24,6,0,8.39,0,0,1.1146,26.75,
2627,[DEL] TWO CHICKS 4 PACK CANS ELDERFLOWER & PEA,355ML,,FYFY,24,4,0,15.99,0,0,0,0,
2630,[DEL] TWO CHICKS 4 PACK CANS TEQUILA GRAPEFRUI,355ML,,FYFY,24,4,0,15.99,0,0,0,0,
2629,[DEL] TWO CHICKS 4 PACK CANS TEQUILA LEMON LIM,355ML,,FYFY,24,4,0,15.99,0,0,0,0,
2234,[DEL] TWO CHICKS ALL FLAVORS 4PK CANS,355ML,,FYFY,24,4,0,15.99,0,0,2.4975,59.94,
10980,[DEL] TY KU COCONUT SAKE,24.5Z,,,12,1,17.99,0,0,0,13.59,163.08,
6565,[DEL] TYRCONNELL  SINGLE MALT,750ML,,AL,6,1,23.49,0,0,0,19.39,116.34,
10979,[DEL] TYRCONNELL  SINGLE MALT,750ML,,AL,6,1,0,0,0,0,0,0,
7054,[DEL] TYRUS EVAN  SYRAH 'WALLA WALLA',750ML,,AL,6,1,0,0,0,0,0,0,
7053,[DEL] TYRUS EVAN  SYRAH 'WALLA WALLA',750ML,,AL,6,1,0,0,0,0,0,0,
7860,[DEL] TYSKIE   6 PK NR,12OZ,,SHORE,24,6,0,7.99,29.99,0,1.1167,26.8,
3807,[DEL] UGGIANO CHIANTI,750ML,,,12,1,8.99,0,0,0,5.9958,71.95,
10802,[DEL] UINTA HARVEST PUMPKIN ALE,12OZ,,FLAL,24,6,0,9.39,0,0,1.2496,29.99,
6592,[DEL] UMBERTO FIORE  BAROLO,750ML,,AL,12,1,30.99,0,0,0,24.48,293.76,
1270,[DEL] UNDURRAGA MERLOT,750ML,,,12,1,7.19,0,0,0,4.79,57.48,
1079,[DEL] UNDURRAGA MERLOT,1.5L,,,6,1,11.99,0,0,0,7.99,47.94,
6945,"[DEL] UNIQUE EXTRA DARK  ""SPLITS""  PRETZELS",8OZ,,JGMC,1,1,1.79,0,0,0,1.3,1.3,
7238,"[DEL] UNIQUE  EXTRA SALT ""SPLITS""  PRETZELS",8OZ,,JGMC,1,1,1.79,0,0,0,1.3,1.3,
6941,"[DEL] UNIQUE  ""SPLITS""  PRETZELS",8OZ,,,1,1,1.79,0,0,0,1.3,1.3,
9738,[DEL] UPPERCUT NAPA CABERNET,750ML,,,12,1,15.99,0,0,0,11.9233,143.08,
9739,[DEL] UPPERCUT SAUVIGION BLANC,750ML,,,12,1,11.99,0,0,0,9.09,109.08,
11177,[DEL] UPPERCUT ZINFANDEL,750ML,,,12,1,15.99,0,0,0,12.09,145.08,
12450,[DEL] UREICH  PREMIUM LAGER 16OZ CAN,16OZ,,BLACK,24,4,0,5.99,0,0,1.0833,26,
10075,[DEL] USA GOLD BLUE BOX 0865,100S,,STARK,10,1,7.77,0,0,0,5.92,59.2,
6267,[DEL] USA GOLD DK GRN MENTHOL 100 0847,100S,,STARK,10,1,7.29,0,68.9,0,6.058,60.58,
6265,[DEL] USA GOLD GOLD BOX 100 0867,100S,,STARK,10,1,8.89,0,0,0,7.385,73.85,
6264,[DEL] USA GOLD GOLD BOX REG 0844,KING,,STARK,10,1,8.69,0,0,0,7.246,72.46,
6266,[DEL] USA GOLD (LT GRN) MENTHOL 100 S,100S,,STARK,10,1,6.99,0,68.9,0,5.857,58.57,
6263,[DEL] USA GOLD RED BOX 100 0898,100S,,STARK,10,1,8.69,0,0,0,7.246,72.46,
9755,[DEL] UV BLUE RASPBERRY VODKA,750ML,,RERR,12,1,10.49,0,0,0,8.09,97.08,
10671,[DEL] UV  VODKA  CHERRY,750ML,,RERR,12,1,10.49,0,0,0,8.09,97.08,
9614,[DEL] UV  VODKA COCONUT,750ML,,RERR,12,1,10.49,0,0,0,8.09,97.08,
10365,[DEL] UV  VODKA ESPRESSO,750ML,,RERR,12,1,11.99,0,0,0,9.09,109.08,
10672,[DEL] UV  VODKA  GRAPE,750ML,,RERR,12,1,10.49,0,0,0,8.09,97.08,
10673,[DEL] UV  VODKA  PINK LEMONADE,750ML,,RERR,12,1,10.49,0,0,0,7.49,89.88,
10670,[DEL] UV  VODKA  WHIPPED CREAM,750ML,,RERR,12,1,10.49,0,0,0,6.09,73.08,
11397,[DEL] UZICANKA  PLUM BRANDY,1L,,FLAL,12,1,25.99,0,0,0,21.04,252.48,
8236,[DEL] V8 VEGETABLE JUICE,12OZ,,COCA,12,1,1.49,0,0,0,1.0792,12.95,
7778,[DEL] VALCKENBERG  GEWURZTRAMINER,750ML,,LILI,12,1,10.69,0,0,0,8.3333,100,
9159,[DEL] VALENZANO APPLE CIDER WINE,750ML,,VALW,12,1,8.97,0,0,0,7,84,
10662,[DEL] VALENZANO BLACKBERRY SYRAH DISC,750ML,,VALW,12,1,15.99,0,0,0,,,
8944,[DEL] VALENZANO BLUEBERRY BUBBLY,750ML,,VALW,12,1,13.49,0,0,0,10.3333,124,
8879,[DEL] VALENZANO CHAMBOURCIIN,750ML,,VALW,12,1,10.97,0,0,0,8.3333,100,
10874,[DEL] VALENZANO CHERRY AMOUR,750ML,,VALW,12,1,9.49,0,0,0,6.6667,80,
9233,[DEL] VALENZANO CRANPAGNE,750ML,,VALW,12,1,13.99,0,0,0,10.3333,124,
9655,[DEL] VALENZANO CUPID'S LOVE SHAMONG RED,750ML,,VALW,12,1,8.37,0,0,0,6.6667,80,
9018,[DEL] VALENZANO DANGROUS RED,750ML,,VALW,12,1,9.99,0,0,0,7.5,90,
10171,[DEL] VALENZANO FREEDOM OF PEACH SANGRIA,750ML,,VALW,12,1,10.49,0,0,0,7,84,
12707,[DEL] VALENZANO JERSEY DEVIL BATCH #3,500ML,,VALW,12,1,14.99,0,0,0,11.58,138.96,
9496,[DEL] VALENZANO JERSEY DEVIL HONEY WINE,750ML,,VALW,12,1,10.99,0,0,0,8.3333,100,
11597,[DEL] VALENZANO JERSY DEVIL LAB 1,500ML,,VALW,12,1,14.49,0,0,0,10.4167,125,
8614,[DEL] VALENZANO MERLOT,750ML,,VALW,12,1,13.47,0,0,0,10.3333,124,
9019,[DEL] VALENZANO NEW  BERRY,750ML,,VALW,12,1,9.99,0,0,0,7.5,90,
9847,[DEL] VALENZANO OLD INDIAN MILLS BLEND,750ML,,VALW,12,1,15.49,0,0,0,12.5,150,
10779,[DEL] VALENZANO PUMPKIN SPICE WINE,750ML,,VALW,12,1,7.25,0,0,0,6.6667,80,
8611,[DEL] VALENZANO STRAWBERRY,750ML,,VALW,12,1,10.99,0,0,0,7.5,90,
3108,[DEL] VALENZANO STRAWBERRY MERLOT,750ML,,VALW,12,1,11.99,0,0,0,7.9167,95,
9419,[DEL] VALENZANO WHITE CABERNET,750ML,,VALW,12,1,10.99,0,0,0,6.6667,80,
8452,[DEL] VALLE NEVADO CABERNET SAUVIGNON,750ML,,SHORE,12,1,6.99,0,0,0,4.9958,59.95,
8454,[DEL] VALLE NEVADO  CHARDONNAY,750ML,,SHORE,12,1,6.99,0,0,0,4.9958,59.95,
8639,[DEL] VALLE NEVADO MALBEC,750ML,,SHORE,12,1,8.49,0,0,0,6.9958,83.95,
8453,[DEL] VALLE NEVADO MERLOT,750ML,,SHORE,12,1,6.99,0,0,0,6.9958,83.95,
9417,[DEL] VAL ROSE MORELLINO DI SCANSANO,750ML,,LILI,12,1,15.99,0,0,0,12,144,
12096,[DEL] VANDORI PINOT GRIGIO,1.5L,,GAFY,6,1,10.49,0,0,0,8.09,48.54,
11841,[DEL] VAN GOGH DUTCH CHOCOLATE,750ML,,RNAL,6,1,30.99,0,0,0,25.04,150.24,
6014,[DEL] VAN GOGH  GIN 80,750ML,,AL,12,1,29.49,0,0,0,22.49,269.88,
7864,[DEL] VAN GOGH POMEGRANATE,750ML,,RNAL,12,1,28.49,0,0,0,26.68,320.16,
7352,[DEL] VAN GOGH  TRIPLE SEC,750ML,,RNAL,12,1,9.99,0,0,0,0.0833,1,
7401,[DEL] VAN GOGH VODKA,50ML,,AL,120,1,2.79,0,0,0,1.5,180,
7400,[DEL] VAN GOGH VODKA 80,750ML,,AL,6,1,30.99,0,0,0,24.94,149.64,
9772,[DEL] VAN GOGH VODKA ACAI BLUEBERRY,750ML,,RNAL,6,1,28.49,0,0,0,26.8,160.8,
6496,[DEL] VAN GOGH VODKA APPELTINI 80,750ML,,RNAL,6,1,28.49,0,0,0,23.16,138.96,
9032,[DEL] VAN GOGH VODKA BANANA,750ML,,RNAL,6,1,15.97,0,0,0,12.045,72.27,
7335,[DEL] VAN GOGH VODKA COCONUT,750ML,,AL,12,1,28.49,0,0,0,26.18,314.16,
8863,[DEL] VAN GOGH VODKA DUTCH CARAMEL,750ML,,AL,6,1,30.99,0,0,0,25.14,150.84,
6357,[DEL] VAN GOGH VODKA DUTCH CHOCOLATE,750ML,,RNAL,6,1,28.49,0,0,0,53.36,320.16,
7422,[DEL] VAN GOGH VODKA ESPRESSO,750ML,,RNAL,6,1,30.99,0,0,0,25.09,150.54,
7441,[DEL] VAN GOGH VODKA MELON,750ML,,AL,12,1,28.49,0,0,0,26.68,320.16,
9756,[DEL] VAN GOGH VODKA PB&J,750ML,,AL,12,1,28.49,0,0,0,21.9,262.8,
7194,[DEL] VAN GOGH VODKA PINEAPPLE,750ML,,RNAL,6,1,28.49,0,0,0,26.68,160.08,
6356,[DEL] VAN GOGH VODKA VANILLA,750ML,,AL,12,1,0,0,0,0,0,0,
7421,[DEL] VAN GOGH VODKA VANILLA,750ML,,RNAL,12,1,28.49,0,0,0,23.99,287.88,
6015,[DEL] VAN GOGH VODKA WILD APPEL,750ML,,AL,12,1,28.48,0,0,0,26.18,314.16,
7594,[DEL] VAULT,20OZ,,COCA,24,1,1.18,0,0,0,0.7292,17.5,
12272,[DEL] VAULT BREAKFAST STOUT 4PK CANS,16OZ,,RPRP,24,4,0,11.99,0,0,2.4583,59,
13170,[DEL] VAULT CHASING NICKLES 4PK CANS,16OZ,,RPRP,24,4,0,12.99,71.99,0,2.4583,59,
12911,[DEL] VAULT  FACE VALUE HEFEWEIZEN,16OZ,,RPRP,24,4,0,11.99,0,0,2.0417,49,
12350,[DEL] VAULT  FULL CITY COFFEE,16OZ,,RPRP,24,4,0,11.99,0,0,2.2917,55,
12599,[DEL] VAULT SWEET POTATO ALE,16OZ,,RPRP,24,4,0,11.99,0,0,2.2917,55,
12820,[DEL] VAULT  TELLER PILS,16OZ,,RPRP,24,4,0,10.69,0,0,2.0417,49,
7595,[DEL] VAULT ZERO,20OZ,,COCA,24,1,1.18,0,0,0,0.7292,17.5,
15230,[DEL] VEGA BARCELONA RED,750ML,,WELL OILED,12,1,10.99,0,0,0,11.99,143.92,
10371,[DEL] VELVET CRUSH CABERNET SAUVIGNON,750ML,,GAFY,12,1,15.69,0,0,0,11.01,132.12,
10372,[DEL] VELVET CRUSH  PINOT NOIR,750ML,,GAFY,12,1,15.69,0,0,0,11.01,132.12,
10373,[DEL] VELVET CRUSH   RED BLEND,750ML,,GAFY,12,1,15.69,0,0,0,11.01,132.12,
11919,[DEL] VELVET DEVIL MERLOT,750ML,,GAFY,12,1,11.99,0,0,0,9.09,109.08,
2250,[DEL] VENDANGE CABERNET,750ML,,GAFY,12,1,4.99,0,0,0,3.59,43.08,
1699,[DEL] VENDANGE CHARDONNAY,750ML,,GAGA,12,1,4.99,0,0,0,3.59,43.08,
877,[DEL] VENDANGE MERLOT,1.5L,,GAGA,6,1,9.99,0,0,0,8.3567,50.14,
2677,[DEL] VENDANGE MERLOT,750ML,,GAGA,12,1,4.99,0,0,0,3.59,43.08,
7350,[DEL] VENDANGE PINOT GRIGIO,750ML,,GAFY,12,1,4.99,0,0,0,3.49,41.88,
5095,[DEL] VENDANGE PINOT GRIGIO,1.5L,,GARR,6,1,9.97,0,0,0,6.7483,40.49,
6036,[DEL] VENDANGE PINOT NOIR,750ML,,FY,12,1,4.99,0,0,0,3.49,41.88,
25,[DEL] VENDANGE PINOT NOIR,1.5L,,GAFY,6,1,10.47,0,0,0,6.29,37.74,
1074,[DEL] VENDANGE  SAUVIGNON BLANC,1.5L,,GAFY,6,1,9.99,0,0,0,8.19,49.14,
175,[DEL] VENDANGE SAUVIGNON BLANC,750ML,,,12,1,4.99,0,0,0,3.49,41.88,
8101,[DEL] VENDANGE  SYMPHONY,1.5L,,GAFY,6,1,9.97,0,0,0,6.7483,40.49,
6039,[DEL] VENDANGE SYRAH,750ML,,FY,12,1,4.59,0,0,0,3.49,41.88,
6043,[DEL] VENDANGE SYRAH,1.5L,,FY,6,1,10.47,0,0,0,7.09,42.54,
6037,[DEL] VENDANGE WHITE MERLOT,1.5L,,FY,6,1,9.99,0,0,0,7.33,43.98,
6038,[DEL] VENDANGE WHITE MERLOT,750ML,,FY,12,1,4.99,0,0,0,3.49,41.88,
644,[DEL] VENDANGE WHITE ZINFANDEL,1.5L,,GAFY,6,1,9.99,0,0,0,8.19,49.14,
1513,[DEL] VENDANGE WHITE ZINFANDEL,750ML,,GAFY,12,1,4.99,0,0,0,3.49,41.88,
6035,[DEL] VENDANGE ZINFANDEL,750ML,,FY,12,1,4.99,0,0,0,3.49,41.88,
5111,[DEL] VENDANGE ZINFANDEL,1.5L,,GAFY,6,1,10.47,0,0,0,6.29,37.74,
4920,[DEL] VERA MONTE  CABERNET SAUVIGNON,750ML,,RRRR,12,1,7.99,0,0,0,6,72,
4921,[DEL] VERA MONTE  CHARDONNAY,750ML,,RRRR,12,1,7.99,0,0,0,6,72,
5689,[DEL] VERA MONTE MERLOT,750ML,,RRRR,12,1,7.99,0,0,0,6,72,
8206,[DEL] VERDI  GREEN APPLE SPARKLETINI,750ML,,GAFY,12,1,5.79,0,0,0,4.3408,52.09,
12913,[DEL] VERDI WATERMELON SPARKLETINI,750ML,,GAFY,12,1,8.99,0,0,0,6.09,73.08,
5913,[DEL] VERMEER DUTCH CHOC CREAM,750ML,,ALAL,6,1,21.99,0,0,0,16.09,96.54,
4655,[DEL] VEUVE CLICQUOT VINTAGE RES GLASS SET,750ML,,ABAB,3,1,90.09,0,0,0,60,180,
6494,[DEL] VEUVE DU VERNAY  BRUT,750ML,,RNAL,12,1,7.99,0,0,0,7.25,87,
1545,[DEL] VICHON CABERNET SAUVIGNON,750ML,,ABAB,12,1,6.09,0,0,0,4,48,
1572,[DEL] VICHON CHARDONNAY,750ML,,ABAB,12,1,6.09,0,0,0,4,48,
1554,[DEL] VICHON MERLOT,750ML,,ABAB,12,1,6.09,0,0,0,4,48,
4915,[DEL] VICHON SYRAH,750ML,,ABAB,12,1,6.09,0,0,0,4,48,
9150,[DEL] VICTORIA 12 PACK CAN,12OZ,,SHORE,24,12,0,16.99,29.99,0,1.1042,26.5,
12274,[DEL] VICTORIA 32 OZ NR,32OZ,,SHORE,12,1,2.86,0,0,0,2.7083,32.5,
10637,[DEL] VICTORIA 6PK NR,12OZ,,SHORE,24,6,0,9.99,33.79,0,1.2292,29.5,
8508,[DEL] VICTORY BALTIC THUNDER,22OZ,,RPRP,12,1,5.25,0,0,0,4,48,
8509,[DEL] VICTORY BALTIC THUNDER,12OZ,,RPRP,24,1,0,0,0,0,0,0,
8370,[DEL] VICTORY BLOOD ORANGE IPA,12OZ,,RPRP,24,6,0,11.99,47.59,0,1.5396,36.95,
11775,[DEL] VICTORY COFFEE CREAM ALE,12OZ,,RPRP,24,6,0,10.99,0,0,1.5396,36.95,
2183,[DEL] VICTORY FESTBIER,12OZ,,RPRP,24,6,0,9.49,0,0,0,0,
8487,[DEL] VICTORY FESTBIER  1/6 TH KEG,5GAL,,RPRP,1,1,69.5,0,0,0,60,60,
8170,[DEL] VICTORY FESTBIER  DO NOT USE,12OZ,,RPRP,24,6,0,8.5,32.5,0,1.1875,28.5,
11675,[DEL] VICTORY GOLDEN MONKEY  12PK BTL,12OZ,,RPRP,24,12,0,22.69,0,0,1.4563,34.95,
11460,[DEL] VICTORY GOLDEN MONKEY 6PK CAN,12OZ,,RPRP,24,6,0,11.99,0,0,1.5396,36.95,
14993,[DEL] VICTORY GOLDEN MONKEY  6 PK NR,12OZ,,RPRP,24,6,0,12.99,47.99,0,1.54,36.92,
11199,[DEL] VICTORY HEADWATER 6PK CANS,12OZ,,RPRP,24,6,0,9.49,0,0,1.2292,29.5,
9421,[DEL] VICTORY HEADWATER NR 4/6,12OZ,,RPRP,24,6,0,8.99,0,0,1.1667,28,
12118,[DEL] VICTORY HELLES LAGER,12OZ,,RPRP,24,6,0,9.49,0,0,1.2292,29.5,
12062,[DEL] VICTORY HOME GROWN LAGER,12OZ,,RPRP,24,6,0,9.49,0,0,1.2292,29.5,
14994,[DEL] VICTORY HOPDEVIL IPA   6 PK NR,12OZ,,RPRP,24,6,0,12.99,47.99,0,1.54,36.92,
11253,[DEL] VICTORY HOP RANCH 4PK,12OZ,,RPRP,24,4,0,8.99,49.99,0,1.7479,41.95,
8227,[DEL] VICTORY HOP WALLOP     6PK  BTL,12OZ,,RPRP,24,6,0,10.99,42.8,0,0,0,
12932,[DEL] VICTORY KICKBACK 15PK CAN,12OZ,,RPRP,15,1,0,19.49,0,0,1.05,15.75,
2444,[DEL] VICTORY KIRSCH GOSE SOUR CHERRY BIER,12OZ,,RPRP,24,6,0,11.49,0,0,1.4979,35.95,
12974,[DEL] VICTORY LIBERTY BELL RINGER 4 PK,16OZ,,RPRP,24,4,0,10.59,0,0,1.9583,47,
11175,[DEL] VICTORY  MOVING PARTS,750ML,,RPRP,12,1,4.44,0,0,0,3.4167,41,
2857,[DEL] VICTORY MYSTICAL MONKEY VARIETY PACK,12OZ,,RPRP,24,12,0,19.99,0,0,1.3125,31.5,
12771,[DEL] VICTORY NO BRAINER  6PK  BTL,12OZ,,RPRP,24,6,0,9.59,0,0,1.2292,29.5,
8201,[DEL] VICTORY OLD HORIZONTAL  6PK,12OZ,,RPRP,24,6,0,11.49,43.79,0,1.7583,42.2,
12931,[DEL] VICTORY SEASONAL 15 PK CAN,12OZ,,RPRP,15,1,0,18.49,0,0,0.9833,14.75,
11090,[DEL] VICTORY  SEASONAL 750ML,750ML,,RPRP,12,1,8.99,0,0,0,7.1667,86,
10987,[DEL] VICTORY SUMMER LOVE 12PK CANS,12OZ,,RPRP,24,12,0,17.49,0,0,1.1458,27.5,
12770,[DEL] VICTORY TWISTED MONKEY    6PK  BTL,12OZ,,RPRP,24,6,0,11.99,0,0,1.6042,38.5,
8266,[DEL] VICTORY VARIETY 12PK.,12OZ,,RPRP,24,12,0,15.25,29,0,1,24,
8988,[DEL] VICTORY VINEYARDS  ZINFANDEL PARCEL 31,750ML,,LILI,12,1,10.99,0,0,0,6.6667,80,
11509,[DEL] VICTORY VITAL IPA BOTTLES,12OZ,,RPRP,24,6,0,9.49,0,0,1.2292,29.5,
8671,[DEL] VICTORY WILD DEVIL 750ML,750ML,,RPRP,12,1,8.49,0,0,0,6.6667,80,
8169,[DEL] VICTORY YAKIMA GLORY,12OZ,,RPRP,24,6,0,10.99,0,0,1.4979,35.95,
7425,[DEL] VIDAL FLEURY  CHATEAUNEUF DU PAPE ROUGE,750ML,,RNAL,12,1,14.99,0,0,0,10.6733,128.08,
7563,[DEL] VIGNAMAGGIO  CHIANTI CLASSICO,750ML,,AL,12,1,18.49,0,0,0,7.6667,92,
7564,[DEL] VIGNAMAGGIO  CHIANTI CLASSICO PRENZANO,750ML,,AL,12,1,14.79,0,0,0,10.66,127.92,
13146,[DEL] VIGNERONS DE BUXY CHARDONNAY,750ML,,RWRW,12,1,12.99,0,0,0,10.6667,128,
10585,[DEL] VIKING BLOD DANSK MJOD 750ML,750ML,,HBCO,12,1,27.39,0,0,0,21.67,260.04,
11641,[DEL] VILA SANTO VINHO TINTA,750ML,,FY,12,1,8.99,0,0,0,6.6917,80.3,
15183,[DEL] VILLA ANTINORI TOSCANA,750ML,,FYFY,12,1,19.99,0,0,0,13.33,159.92,
8468,[DEL] VILLA ANTINORI TOSCANA BLAINCO,750ML,,FY,12,1,10.99,0,0,0,8.3267,99.92,
6174,[DEL] VILLA ANTINORI TOSCANA (RED),750ML,,FY,12,1,18.99,0,0,0,16,192,
5094,[DEL] VILLA ARMANDO RUSTICO RED BLAC,750ML,,GARR,12,1,6.09,0,0,0,4,48,
1601,[DEL] VILLA ARMANDO RUSTICO RED BLAC,1.5L,,,6,1,8.29,0,0,0,5.4917,32.95,
8428,[DEL] VILLA ARMANDO  RUSTICO WHITE BLACK LABEL,4L,,AL,4,1,0,0,0,0,9.4875,37.95,
9416,[DEL] VILLA CERNA CHIANTI CLASICO,750ML,,LILI,12,1,15.99,0,0,0,12,144,
2581,[DEL] VILLADORIA    BAROLO D.O.C.,750ML,,,12,1,28.49,0,0,0,18.97,227.64,
12033,[DEL] VILLA JOLANDA MOSCATO D ASTI,750ML,,MTMT,12,1,9.99,0,0,0,8,96,
12030,[DEL] VILLA JOLANDA MOSCATO ROSE,750ML,,MTMT,12,1,8.99,0,0,0,7.0833,85,
9596,[DEL] VILLA JOLANDA  SPUMANTE,750ML,,MTMT,12,1,9.29,0,0,0,7.3333,88,
7197,[DEL] VILLA MASSA LIMONCELLO,750ML,,ALAL,6,1,30.99,0,0,0,27.15,162.9,
5112,[DEL] VILLA MT. EDEN  CALIFORNIA CABERNET,750ML,,ABAB,12,1,9.09,0,0,0,6,72,
5113,[DEL] VILLA MT. EDEN  CHARDONNAY CELLAR SELECT,750ML,,ABAB,12,1,11.29,0,0,0,7.5,90,
5114,[DEL] VILLA MT. EDEN  CHARDONNAY GRAND RESERVE,750ML,,ABAB,12,1,17.09,0,0,0,11.3333,136,
4848,[DEL] VILLA MT. EDEN  RESERVE CABERNET,750ML,,ABAB,12,1,20.09,0,0,0,13.3333,160,
4643,[DEL] VILLA MT EDEN   SIGNATURE CABERNET,750ML,,,6,1,52.09,0,0,0,34.6667,208,
4904,[DEL] VILLA MT. EDEN  ZINFANDEL,750ML,,ABAB,12,1,11.29,0,0,0,7.5,90,
8110,[DEL] VILLA POZZI CABERNET SAUVIGNON,750ML,,RNAL,12,1,10.99,0,0,0,8.09,97.08,
8111,[DEL] VILLA POZZI  MERLOT,750ML,,RNAL,12,1,10.99,0,0,0,8.09,97.08,
9034,[DEL] VILLA POZZI NERO D AVOLA,750ML,,RNAL,12,1,11.99,0,0,0,9.09,109.08,
8112,[DEL] VILLA POZZI  PINOT GRIGIO,750ML,,RNAL,12,1,8.29,0,0,0,7.09,85.08,
8233,[DEL] VILLA PUCCINI 2 BTL. GIFT(P/G & TOSANA RED),750ML,,LILI,12,2,0,16.99,0,0,5.3333,64,
7792,[DEL] VILLA PUCCINI  CHIANTI SUPERIORE,750ML,,LILI,12,1,10.99,0,0,0,8.25,99,
1186,[DEL] VILLA ROSA GAVI / GAVI,750ML,,,12,1,11.99,0,0,0,9,108,
10396,[DEL] VILLA ROSA SPUMANTE,750ML,,,12,1,8.99,0,0,0,8.6667,104,
11639,[DEL] VINA BUJANDA RIOJA,750ML,,AL,12,1,11.99,0,0,0,8.6917,104.3,
1260,[DEL] VINA PORTA CABERNET,750ML,,,12,1,5.09,0,0,0,3.3333,40,
1239,[DEL] VINA TARAPACA CHARD RESERVE,750ML,,,12,1,9.09,0,0,0,6,72,
1279,[DEL] VINA TARAPACA MERLOT RESERVE,750ML,,,12,1,10.49,0,0,0,6.97,83.64,
8663,[DEL] VINA ZACCO RIOJA,750ML,,,12,1,13.49,0,0,0,10.09,121.08,
5622,[DEL] VIN DE SAVOIE APREMONT,750ML,,RWRW,12,1,11.69,0,0,0,7.75,93,
10835,[DEL] VINIQ SHIMMERY LIQUEUR,375ML,,GAGA,12,1,10.99,0,0,0,8.67,104.04,
10821,[DEL] VINIQ SHIMMERY LIQUEUR,750ML,,GAGA,12,1,18.99,0,0,0,15.09,181.08,
4837,[DEL] VINSON RICHARDS CAB RES,750ML,,RORR,6,1,10.99,0,0,0,7.3267,43.96,
3599,[DEL] VIRGINIA SLIMS MENTHOL GOLD 0515,100S,,STARK,10,1,12.39,0,0,0,8.884,88.84,
5211,[DEL] VIRGINIA SLIMS  MENTHOL SILVER 0525,100S,,STARK,10,1,11.46,0,0,0,8.884,88.84,
7985,[DEL] VIRGINIA  SLIMS SUPER MEN  120S,120S,,STARK,10,1,0,0,0,0,5.26,52.6,
8496,[DEL] VIRGINIA  SLIMS SUPERSLIMS LIGHTS  120S,120S,,STARK,10,1,0,0,0,0,5.755,57.55,
8495,[DEL] VIRGINIA  SLIMS SUPERSLIMS LIGHTS MEN  120S,120S,,STARK,10,1,0,0,0,0,7.044,70.44,
6162,[DEL] VIRGINIA SLIMS  ULTRA LIGHTS 120S,100S,,STARK,10,1,0,0,0,0,5.26,52.6,
